preprocessed_review,sentiment
warning stay worst hotel booked room booked said month earlier got hotel let till check toliet spraying mattress inch overall horrible drink warm swim bar like promised,-1
['terrible place stay family visit miami fl plus couple went barcelo bavaro caribe stayed month july sick day inclusive vacation package bit skeptical review read went good attitude before time arrived problem experienced couple honeymooner wanted change room sheet bloody management said wait following morning room bit lower class looking dresser drawer bifold door shelf hotel chain dresser drawer barcelo bavaro palace pool broken tile border inside pool year old daughter cut foot day problem towel day end day standing room serviced towel wait minute day thing got really bad bathroom toilet overflooded middle night water coming balcony following day spent entire morning complaining management issue getting resolved gave her room bavaro beach toilet problem start well day lobby resolving issue daughter approached by hotel employee painting selling curious mentioned thirsty employee sent sending daughter permission way bar areato drink sudden daughter minute passed employee approached told sent daughter in bar area drink water thirsty couple got really sick vomiting diarreah result cancel tour island hour advance mk tour representative procrastinated end vacation money airport friend approached general manager mk tour told story tour employee planning rip money resulted major complaint tour agency mk tour located coral gable fl arrived town drawn letter agency giving run received the owner agency week hotel voucher place needle say definately going resort year going ocean blue newer resort input leaving positive say punta cana beach really nice food good'],-1
['poor service impression nt great arrival young elderly lady desk clerk borderline rude quite inviting expect hotel staff early flight arrived check asked store bag return later afternoon returned retrieve of bag missing coincidentally bag camera equipment realised left storage room hotel liable stolen object damaged explaining happened young guy counter quite unfazed unapologetic blank reaction recieved quite obvious nt prepared pretend accidently removed doubt said manageri thought okay fault leaving storage end matterso went counter minus bag preceeded check young guy handed key card promptly disappeard leaving wonder room open overall hotel venue resonably comfortablethe bus service unfortunately incredibly bad staff member apart nice lad standoffish helpful employee like time called house keeping phone ring day item missing one minibar course got charged bed blanket thrown overmy stay on hotel happened enjoyable staff friendly polite'],-1
['ruined vacation believe said terrible hotel chose reputation ignored people bad experience way place close star property let start beginning spent extra money book room mountain garden view credited day foodbooze really looking forward eating wright and relaxing swimup bar checked told valet parking day selfpark chose selfparking closed nt minded paying parking right near room phone block away good hike heat checked pm room phone gave window view patio ac nt workthey moved similar room sliding glass door working ac garden mountain view view shrub way stayed cottage husband said felt like cave bed carpet stained tile bathroom broken cracked bed obviously hard pillowtop kept sliding bed terrible night sleep tv nt hbo pool probably worst stay pool filthy mean food really too nasty water green cloudy spot greasylooking hot went swimming pulled hand water long black hair wrapped service pool bar rude husband ordered michelob ultra girl took order with disappeared minute came said business umm lot thing michelob ultra bar inside suppose really want kind star service charge beer want went make reservation dinner wright closed renovation course posted website informed checked ini tell know stay waste money time stayed phoenician season true luxury resort money wasted'],-1
form function lobby public area beautiful hallway room located extremely dark thought light gone floor floor elevator stopped like thisthe room set weird way right inside entry bathroom shower sink toilet separate little room curtain close bathroom area bedroom door make awkward people sharing room businessmen example showering guest ca nt husband wife order room service let shower way let room service person come room past seethrough shower standing doorway room service person get good look showerit poorly thought,-1
stay away hotel disappointed palmas del mar property humacao puerto ricorecently stayed night august gladly night worse stay hotel property visited change room time room filtration problem smell horrible like entering humid cave condition terrible closet bathroom door didnçé close mildew curtain second room problem ac warm sleep finally spoke desk agreed change surprise room perfect appearance temperature going sleep room wine pub near desk imagine trying sleep music door call half hour later problem fixed,-1
['good budget hotel far main main attraction hotel really expensive berlin en suite room got big big clean quite confortablethe hotel located residential area major freeway problem traffic noise place eat near hotel no limited offer hotel subway train station walking distance subway trip far major attraction rest min nothing disturbing got mind my book hotelthe room disappointment charged open unattended parking spot parket street finally gets noticed and nt discouted payed advance reservation simply said nothing complained less charged by credit card'],-1
['disappointing booked hotel based review read disappointed booked superior room paying price different couple given room big house double bed single travelling companion hotel given single room foot square floor space shower flooded room usedwe complained immediately reception bar staff unhelpful by saying hotel fully booked duty day manager able speak day manager slightly changed room descent tent sized double floor filthy bath hair nail clipping carpet room bedding arrive handed duvet cover separately left making room ourselveson plus hotel located nice area amsterdam and park hotel lovely walk centrethe hotel close needed refurbishment november got distinct feeling staff lost job properly certainly return'],-1
['cleaner dirty dingy warehouse visited and march night booked online service rated property star star scale staff sullen hallway carpet stained general area run room relatively appointed new linen bed blanets towel lack excessive cleanliness bothered dirt bed light large crumb broken glass dresser garbage container kleenex box tried encourage guest housekeeper actually leaving tip night avail outdoor pool mightly chilly afternoon hot tub dry hot sorry nt return paid room'],-1
['so slept storm all stayed company town seahawks game turned friday night big storm airport late day one night power night day wind crazy middle room big quiet slept situation right room nothing special breakfast and buffet stay embassy suite nearby instead'],-1
['worst sleep hip tooooo hip nite club building called gift friday end saturday night pump loud muisc morning worst night no sleep hadwhen he rang complain requested it moved room to nt care saying occupied inn hotel occupied middle winterwhen wrote complain got written responseand said breakfast buffet over cold blue coffeei stay try urban great'],-1
food make sick day suffering stayed dream arrival room given strong odor mildew discussing possiblity requesting husband noticed large mass mold vent request moved moved room smaller mold growing vent strong odor mildew nt complain sizethe food good sick arrvied dream sunday evening tuesday night got sick stomach couple got sick day suffering finally went doctor yesterday given antibiotic placed special diet day told acquired form bacteria visiting dream spoke suffering stomach ailment ground pool maintained quite lovely return dream punta cana,-1
whatch cause screw ya place dump husband paid roomin advance day room nt cleaned day left office extra trash bag stop cleaning lady outside smoking clean towel oh smoker suggest leave cigarette butt ground outside tried right thing garbage inside room instead debited account room smelled like cigarette talked manager day later said basically bad there nothing smelled like cleaning lady smoked room word basically people stay worker money huh stay nt suggest stay,-1
['my practical job really cant understand people exited star rating hotel clean for metropark cleaned hotel clean motel heel deep clean spacious bar look horrible food suck design terrible trash looking mimimun from cleanliness looking for experiance nt think'],-1
rude disorganized staff arrived long flight husband yr old toddler initial receptionist pleasant checked problem order room number printed reservation slip desk settling resting hr received shock life tried open door apartment failed got desk manager guy gull ask room room meant reserved said earlier staff checked new old new staff way treat guest apology given mistake recommend place,-1
expected husband saved year trip child thats little hard booked trip month advance arrived wait hour room ready arrived hotel noon got room wrong room paid big deal let tried day contact child home unable ringer phone broken told nothing adult pool bartender serve walk way resort drink dont bank ask american money dont peso cant exchange american money night hot water reported nothing went check day upset ton anxiety able reach child left message desk recieved nerve hand phone phone call minute piece totaled way hell paying wasnt apple rep helping trying make thing right dont know say poorly managed money spent especially golden apple resort definately expected stay,-1
['piece crap hotel food awful edible way cooked la res is left middle dinner service like restaurant slow poor table bar room drink told coke ice tea available bar downstairs restaurant cold water dipped ceiling showered house keeping over room time during day afternoon visitor came beach suitcase moved mattress wall man sitting middle floor putting bed frame told happening construction closed place room coming day door wide open inside sheetrock plaster lay floor sliding glass door couple minute later men came said trim board asked the clean the mess hour later maid came add phone didnce ring luckily awake wakeup watching patio maid fixed blanket bed no changing sheet time watching happen'],-1
lousy service stayed week room housekeeping ok provide basic toothbrush complementary need housekeeping room okcomfyfirst day checked double confirmed breakfast week recept said yes breakfastall morning came breakfast told breakfast included room gave reference confirmed breakfast includedwe disappointed confirmed agent day realised recept got wrong day wasted worst apology nvmabout internet chargeable min max dayso double confirmed recept max day said yes got pointso guess wat billed doublecause friend got diff laptop stated based computerand arrives recept rude kept saying bad read hahaworst week amenity good service staff suck beware singaporepps,-1
['horrible experience wished went website booked ywca hotelas frequent traveller southeast asia share bad experience star hotel look like nt believe sawwhen checked room given reeked urine toilet seat broken disgusted saw had requested room switch initially denied leave receptionist nt requested talk manager got room changedsecond room ant changed washroom floor ant ac ridiculously loud hotel sent pest control person deal ant ended overspraying entire washroom pesticide needle from say room find stank rest daythe tv cable definitely subpar website advertise nice cable tv reality viewable channel rest fuzzy difficult star hotel huh better tv service cambodia costing u nightthe service worker morning utter regard customer service got knock door requesting inspect room ate drank too good giving permission literally walked room invading privacyfrustrated demanded compensation horrible experience luckily manager accomodating probably qualified customer service best got room upgrade suite discount room ratesadly family suite upgrade ant table tv fuzzy worse ac noise broken moment stressed tired room situation bother making complaint checking billing nt clear appeared doubletaxed entire stayi sent email hotel situation received nonchalant reply message submit internet review hotel good reputation customer service sayhorrible experience really really wished read gone website research'],-1
['watch room charge card stayed weekend scifi convention room floor room in opposite end hallway people on smoking party room not hotel aware thishowever got dinged room fee collection nt smoke charged entire floor smoking hotel fee guest service room nobody room ascertain smoking hotel nt tip ask warn which way putting debit card sent overdraftit or took day fund returned'],-1
rude staff encountered barcelona went stay hotel nearer city attraction encountered staff person particularly rude unwilling point direction currency exchange annoyed request completely forgot wakeup requested person day flying appalled thing good servicebut missing wake come worse complete lack acknowledgement potentially disasterous mistake designer hotel spent time state art electrical invested alarm clock roof deck beautiful beautiful hotel barcelona rooftop pool proximity la ramblas hardly reason stay hotel,-1
['american friend stay far away got amsterdam loved stay victoria hotel night encountered rude employee by really nt let checked add hidden charge plus debit teller card totaling euro deposit bank statement charged additional euro the approval idea thinking going down removed or starting on headache'],-1
returning la concha nightmare surprising hotel renaissance mean marriott staff pool bar nicer day problem day housekeeping day forgot leave towel similar thing hall previous poster wrote exposed outlet room construction started early ended late room nt real number door checkout stickynote thing door room number nt pen room guest directly ice machine figure use phone tv channel worst tried contact hotel gm got nice,-1
pay stated review hotel located opposite main train station ok locationa minute walk main shopping nightlife areasyou pas red light area little daunting hotel realistically say star expect star pristine property hotel stayed april outside temperature room stuffy heating imagine warmer month unbearable air staff friendly breakfast mediocre paid euro bb hotel web site say pay nothing nothing,-1
katrina life saver stay holiday inn hurricane forecast tempted ignore warning manager middle age blonde woman working early saturday evening checked given paper regarding hotel responsible electricity water food given paper sign released hotel sued family died manager told immediately cab airport town said waited sunday plane taxi stuck traffic mandatory evacuation happened thought rude tell home nt long realize saved life heard telling people thing nt listen hope survived think commended telling truth landed told beautiful evening new orleans plan trip city active stay french quarter holiday inn,-1
stay care hotel expecting cozy trendy room sadly disappointed tiny rundown room strange odor bed practically floor level afraid head pillow warmth room bare necessity feel better place money mention mandatory valet parking,-1
livin rough hotel pit balcony overlooked smelly alleyway drunk drug dealer slept doorway room bigger boxroom hole wall electricity wire hanging hole hotel area barcelona hovelsmy advice pay little away dingy little place like,-1
hotel dodgy guy tried rip nt stay dodgy arrived long trip udine thinking nice stay air conditioned room peak summerto avail apparently room drainage problem hotel hotel colorado hotel derby star colorado star paid star guy counter care mention entitled refund deduction payment graded argue numerous time staff hotel end talk owner phone guy crack head phone nt colleague telling calm downi nt understand tried rip got like nt understand peeved incredible nt got refund minute way nt dodgy uselessi nt recommend place staff friendly dodgy dodgy dodgy,0
['good location little problem hotel good location close train stopping station darling gardens harbour gardens china town a paddy market etcalthough staff rude friendly deactivated card room caused lift work stuck lift chair daughter scared woman shaking nt ticket apology and tried charge extra booking hotel book room'],-1
['terrible loved infinity pool family took trip past month stayed newer casitas arrival expected butler service help bag setteled butler service raved the seemingly nonexistant look casita nicely appointed by closer examination hot water turned dirty hot dish sink view decent overlooked hotel skyscraper farjado casita ventured larger hotel dinner service horrible food terrible meal hotel mediocre breakfast concierge terrible getting reservation wanted private tour pat puerto rico hotel unable acccomadate used luxury traveling limo complete private tour hotel tour station offered special big tour bus privacy spent week trying boat culebra rio vieques hotel unable reserve boat thing love hotel private pool resort especially infinity pool great hotel stay supposed day ended staying spent for rest on trip ritz carlton san juan highly recommend hope review helped'],-1
avoid place disgrace april year parent came visit hollandas amsterdam wanted make visit special oneas mum good foot wanted central hotelsaw internet looked businessbooked night got hotel location great booked booked bed room daughter staying themwhen got lift looked great got floor got lift knew messed big style grubby wall general scruffy fealif wasnt bad room old worn bedding faded noise outside loud need warn people photo line jackie holland,-1
honeymoon hell begin arrived hotel staff nt paperwork confirming vacation thank god intelligent record receipt able reservation sent room supposed honeymoon sweet inside double bed pushed nt know newlywed prefer separate bed somewhat humorous delighted room adjacent swim bar alcohol thing make place better room minute maintenance man entered knocking began fix tile bathroom area decided sit balcony finished wanted throw suit hit beach minute called desk asked bed situation suite situation finally going fix situation said upgrade different room dollar night said yes expecting room perfect kept room dollar new room floor walk really nt walk screen broke ant begging let king size bed light worked thank god bathroom getting ready terrible pair slipper robe towel toilet paper immediately called desk told problem fixed immediately reminded honeymooner expected package offered honeymooner delivered new improved room returning dinner casino evening husband went bed phone started ringing convinced calling wrong room ignored ignore pounding door began husband woke answered door desk staff member security officer broken english demanded know room husband explained upgraded staff member said lost reservation sign sheet come dest sign husband told care morning slammed door face went desk morning working idea going willing able pull check material file confused relieved continued day lunch returned room letter stuck door requesting come desk immediately occur occurred morning room none light bulb replaced towel toilet paper robe called requested make long story little bit shorter recieved new light bulb actually good thing nt able view bug easy recieved robe toiletry saturday arrived wednesday got honeymoon package night recieved breakfast bed candlelight dinner described vacation package day vacation nt recieve maid service food absolutely horrible begs differ obviously star restaurant fact food terrible day saturday ate steakhouse sick stomach duration trip returned home wednesday husband sick friday called doctor advised come immediately examining husband sent directly emergency room concerned food poisoning recieved resort agitated husband appendix excessive barfing diarrhea apparently affect undergo entire day worth test permitted home advised cross dominican republic list place visit caribbean review read suggested people bad review overexaggerators hospital prove advise spend money resort spent thought getting great deal advice spend stay sandal resort jamaica dominican nothing bad news,-1
terrible vacation vacationed use term loosely barcelo dominican beach aug th aug th party consisted husband yr old sonswe booked vacation apple tour got pretty good deal person vacationed apple past normally stayed apple resort rated apple thought okay stayed barcelo resort mexico happy exceptionupon arrival told wait approx hour room ready real problem main problem fact staff spoke english rude time problem door lock took hour fix trip desk long walk night extremely tired grouchy staff care seeemed annoyed usthe second day started trip beach quite long walk beach lot palm shade problem lot seaweed boat atraffic little shanty town vendor area right beach constantly harassed vendor hotel let come right beach stalked day terrible trip beach unenjoyablethe pool closest room nice big pool overly crowded lost umbrella water hot really hot food fine lot selection problemsour room bat lizard night towel crack door small crawl underif booked vacation resort highly recommend brush spanish good physical condition trip complex huge,-1
['overall recommend hotel young american boyfriend stayed upstairs pcp got hotel asked upgrade vip person dest hardly spoke english beg vip item cigar rum robe free massage without dinner internet motorized watersports recieve voucher rd day attitude spreads add got room regular double bed room vip ased changed told overbooked change day changed pm day vip room unkept appeared dirtier staying ground floor sliding door broken immediately checked door read review people robbed sliding door broken called room changed said send fix door went original room pm time wasted day situated waiter waitress bartender maid nice desk unhelpful especially problem food terrible sick day charge dollar immodium suggest bringing need money want change american dollar mac machine peso fron desk wont tell town airport change true casino change jipped motorized water sport said windy going away relax place nice say beautiful beach pool clean nt bother upgrading like vip didnt use reserve voucher prepared pay people expect you tipped bring plenty overall place good family resort turn total in ghosttown night nothing open alot read review nt want spoil vacation right entertainment food terrible desk help problem complain ignore attitude spread bring walking shoe let know fiasco vip like said desk bf lost vip bracelet went new woman counter told cost replace new bracelet plus pay vip room first man dest told vip free charge problem room receiving voucher argued minute saying get free asked downgrade said charge only resturaunt ate bar went drink charge threatened appauled threatened resort matter problem completely unnacceptable behavior want let know type for service expect question comment welcome email resort suggest bother wasting time booked trip try make hopefully wont experience'],-1
beware food water service riu tiano experienced awful vacation resort january january group woman basically ended kind illness ill half vacation eat drink funny ended ill poor food lousy drink service staff poor male staff rude way forward liking beware disco believe illegal operation happening overall highly consider changing location hotel,-1
austin power decor familiar hotel seattlewhere sheet different color hairbut okbecause clean second daythe bathroom friend cringeshe asked brought flip flop sanitizer spraythe dirty shag carpet nt stop wallit crawled inchesi star saw shining worse,-1
['state atorney security deposit miserable experience hospital window room nt window shut sleep deprived noise yes wore earplug night ended hospital cleaning service yes threw well away all food purchased place kitchen section sink mini fridge hallway water shut time week prime showing hour leaving nt secuity deposit called left post message manager hum nt never really know going ignore call office 2 month later filing lawsuit state prison department supposedly getting security mailoh yeah car vandalized yes make police report report shot street walking apartment nt deterant area minute sketchy'],-1
['watch bad events tast gone bad vacation terrible good vacation bad augest hotel bad hot water shower water presure low partio class door broke lock working room sink smell chemical water leake ceiling food bad consistence tast mislead information althought service people try good job management system infastructure need personally talke senior program management problem thier atttude to leave lot at promisse delevery slow request cost extra bath towel bed day said check room'],-1
embassy suite ruined vacation stayed embassy suite scottsdalephoenix year spring training visit final visit arrived promised perfect visit joke day received housekeeping big deal second day received housekeeping problem beg staff towel big deal hey paying night expect double charged internet service oh kicker day went parking lot passenger window expedition smashed son school book dvdcd player gone staff admitted parking lot security happened offered absolultely assistance alleged manager paul john pathetic purported real manager carol contacted promised carol immediately returned week contact carol spend entire day dealing police rental car company insurance company glass company susposed vacation turned biggest headache hassle hotel manager attitude bad trusted reminded promised perfect visit looked like crazy offered transportation rental car place assistance dealing police lack concern help shocking appalling stay embassy suite recommend stay hotel nt expect hassle poor service security,-1
major screwup resulted disappointment arrived affinia dumont room reserved available husband birthday nonrefundable reservation phone month advance trip br suite queen yo yo toddler wu man spoke phone helpful manager said told queen manager said overbooked room kingsz bed pullout sofa big problem toddler need sleep separately people terror result screwup tried make better rate free breakfast correct room following night nt luggage result kept night toddler teen say worst night sleep uncomfortable sofa pack stuff min waste time lot stuff kid neglected item new room learned overbooking situation happened party grown woman sister ended sleeping kingsz bed minor thing new room better sour taste mouth massage mediocre plus room clean relatively spacious bedsbedding comfy amenity nice bellman personable location decent,-1
['filthy smell hotel office building fire gutted house torn space downit one significant plumbingsewage problem can produce strong strong odor east wing buildingexteriorstreet emergency room alarms noisy'],-1
strange payment requirement hotel beautiful room comfortable booked harbor view room limited view harborif booking hotel web site aware booking room hotel send email requiring send copy passport copy credit card signature comfortable sending information identity theft concern charged cancellation fee hotel refused send informationi able book room expedia price unusual requirement,0
horrible experience wife arrival noticed manager arguing woman staying hotel told sign desk apology incident taken clue service night noticed strange odor coming adjacent room told manager mayher patel smoke coming room response like talking zombie complete lack care went room odor changed immediately recognized smell crack mixed pot going office room neighbor left room leaving substance burning lung burning room filled smoke manager refused refund citing booked hotelscom contacting hotelscom said obey hotel policy problem police law beware hotel like day age nobody want responsibility day noticed place attracts unsavory charactersi laugh negative review said applies,-1
stay away far away love city stayed wonderful hotel pastambassador hotel worst hotel stayed lot mold shower tv work noisy let focus promised denied unsavory advertising hotel promised refused providing request made hour valet hotel offer hour valet parking offer valet parking prime time check said valet closed car arrived parked asked desk parking worked told wait car till valet came park car reasonable folk checked parked car arrived checked believe desk clerk refused manager hook worth parking fee parking folk arrived parked free wrought iron bed bed cheap imitation wrought iron bed difference hairdryers hair dryer work probably worked day life looked socket bad socket called help denied desk told sorry nothing weekend refused manager said vacation till monday said left assistant commitment ensuring wonderfulul stay said statement sits proudly hotel nt care stay making money little investment stay terrible rude staff ensure nt pay return,-1
['marriott level service booked reservation night second single night reservation day later stay pleasant uneventful nothing write home aboutkeep mind changes happened 4 hour return stay extreme entering garage facility parking rental car th floor discovered parking elevator service walk way level parking seat bag tired year old notice entrance indicating condition allowed drop bag bell captain asked desk desk clerk responded learned minute later effort coordinate report posting sign repeated request sign simply said ill iti pulled sheet bed greeted blood worse stain approx sizable staff missed pm opted share bed year oldi rose morning greeted bill room approximately son desk admitted hospital error request speaking manager unable provide corrected statement showing adjusted over charge needle say eagerly await credit card statementin speaking manager mentioned stain bed ended sleeping year old son parking situation hotel response agree happened manager desk staff customer help service skill motel spending plus night year road hilton marriott somewhat tolerant hotel industry aware marriott standard rental property fall short dont marriott outrigger indifferent incompetent staff managementspend big money'],-1
['hated hotel arrested talking loud arrived last hotel dirty room standard hotel picture promised ask day room cleaned housekeeping complained didnt use towel used second night returning dinner came ppls possession balcony camera missing room lock called desk called police wouldnt write reoprt then emailed complaint manager available early night packed leave balcony balcony open bathroom talking forth security came room said loud apologized minute later sherriffs photo showed took nightgown arrested disturbing peace hellacious nightmare long returned gather belonging hotel thrown garbage bag took money missing offered police stay hotel woman thirty nothing wrong complaint took revenge'],-1
tthe worst hotel experienced read bad review desperate room busiest weekend amsterdam knew construction entire hotel torn apart sign hotel promised pm construction jolted bed sound jackhammering sawing entire room filled dust room untreated drywall wall mold bathroom wall telephone room euro night yes location ideal hotel closed construction really professional guest especiall price checked able better half price,-1
['disco club music hotel nt expect sleep completely dissapointed terrific looking boutique hotel stayed day weekend chic minimalist decor cool entire hotel room small hotel really nightclub disguise lobby bar hotel operates nightclub live dj friday saturday night music called friday night complain hip hop party loud music pounding beat shake entire hotel management told nothing refused stop music said hip hop party regular feature hotel unlucky room facing street half room forced listen noise crowd gathered downstairs velvet rope crowd noise noisy music unable downstairs complain search desk attendant left post hang bar desk half hour providing hotel security whatsoever arrived lobby search desk attendent guest waiting hotel management completely unapologetic vip said bar important business person crazy answer hotel preparing dinner following night saturday noticed gogo dancer arriving dj party inquired told addition friday night hip hop party before party saturday night hotel management forgot tell experienced problem hip hop party prior night manager rudely told switch hotel hotel near airport entire city booked nothing hotel including hotel owned international house secret entire weekend management rude unaccomodating lied situation inquired informed nightclub situation booking the room manager finally admitted nightclub noise problem tell guest upfront future subsequently learned nightclub host various party night decent hotel city to choose value nightclub business hotel need guest read make attempt accomodate head recommend hotel stayed omni royal orleans st james omni royal crescent fairmont ritzcarlton'],-1
site parking terrible management hotel parking whatsoever come rented car prepared long wait indifferent staff parking subcontracted valet service park car block away hotel prepared wait minute return car advancei stayed hotel multiple occasion problem persistant stopped staying vitale returned hotel nearby rd howard returned vitale recently dinner mistake unpleasant experience valet parking staff attempted discus issue management foolishly thought hotel like know previously loyal guest stopped staying unfortunately night manager spoke rude argumentative indifferent hotel need carefully examine parking scheme endeavor genuinely understanding guest customer feel inconvenienced lack parking long wait valet competant management great place start account,-1
['some disappointment really looking forward staying hotel experience like extraordinarily disapointing room okay service hotel standard feel really poor rate break got pay dollar day internet system turned off cost savings room mention server work room change room time order computer room worked day hours age room internet frankly really ought free stayed day hours financed internet consumption system small village bush recommend'],-1
dog day afternoon dump infested roach mold wold let dog stay book hotel paid stay pay day gave credit card,-1
['and avoid hotel staff stayed house hotel week room double mattress triple bath double room dirty hall toilet filled honestly triple room single bed half bunk bed leaving bath small room unpack luggage room small wall close central station train driver heard time breakfast decent hotel staff friendly tough barman didnt want make cup hot water avoid'],-1
['stay care to hotel expecting cozy little trendy room sadly disappointed tiny rundown room of strange odor empty bed practically second floor sea level sleeping afraid head pillow warmth room walls bare necessity feel better place money please mention shop mandatory valet parking'],-1
['nice beach terrible bad food sick wife went poor couple gorgeous weather nice facility beatiful beach food restaurant terrible buffet fly infested ant food dining tableswe stayed palace palace restaurant available palace food guest matter restaurant equally bad food possible exception steakhouse chain steakhouse better bavaro beachsbut marginally edible party never got food poisoning eating italian restaurant so careful drink tap water party literally talked got a sick hour ranging mild severe sick count best thing say overall experience beat and working butwith nice place better skip resortpsa guy work stayed occidental week as beforehe experience'],0
['horrible place nt actually stay hotel booked directly hotel say limited parking available girl actually told easy location park street resident neighborhood parked garage night parking easily available familiar sf family neighborhood doubted booked called later told site parking lot available street arrived early evening morning day reservation noticed room lot street block away busy median commercial strip type street located decided place knowing hour earlier usual pm cancellation time temporarily booked hotel mention and concellation stop date penalty cancelling hotel parking street block away called cancel charged credit card tho know filled room night stay definitely recommend'],-1
overrated overpriced frankfurt sheraton close terminal yard walkway escalator awarding hotel star great travelling lot luggage avoided hassle shuttle bus positive thing say hotelfor standard price got breakfast expensivespotting way hotel car nigh impossible signage non existent went round ring road twice missed entrance hotel reception hard spot luckily guy hand help barrier car park lift car particular spot minor inconvenience irritating tired traveller world friendliest bell boy carried luggage room arranged friend bell boy pick luggage following day help terminal iti reluctant pay hour internet charge different hotel week charge hotel week chargestired hungry lunch headed restaurant serving paid dinner starter dessert coffee wine believe steak salad bottle water gin tonic absolutely disgusted price hotel charge say saw price actually didnçé head waiter prior giving menu said offer glass wine gin tonic little realise buy bottle gin food generally ok staff took using small mechanical carpet sweeper minute table restaurant quiet irritating spoilt nice relaxing hour hotel geared expense account business traveller holiday maker hotel expensive took holiday allowance meal bed nightç total rip offsave money make pack eat room decide stay convenience airport minute away donçé robbedto add insult injury day bell boy turned picked luggage trolley walked husband yard check desk unloaded given husband rolled eye head say sulked husband furiousnot hugely pleasant experience needed convenience probably reason use im sure clientele choose stay lived germany year typical value money living come enjoy,-1
['star worse having got week stay hotel stay clean pretty look room living ok rent suite worth extra sat out living room tv better than food star buffet too small selection actually eat dinner in steak place meat and tasted bad skipped to dinner chair time problem dr resort big small chair'],0
bad service hotel chosen primary location location central single room tiny window courtyard practically sound insulation sound cleaning lady loud clearthe hotel insists sharp pm check check process terrible say computer freeze obviously huge bottleneck reception substantial waiting time waiting luggage brought storage age realize staff fact speaks dutch english german understand intstructions reception bring rest bagseven paid advance agency hotel promptly double charged checkout subsequent waste time sort credit card company travel agency hotel hotel helpful allwe stay,-1
['star ghetto motel hi arrived ant recomended suposed star hotel enter lobby marble outdated ugly tacky goto checkin line long empolyees rude finally room enter bed cramped room made inbetween room smelled humid air airconditoner smuggythe bathroom walls outdated original coffe maker yes bathroom ugh sink clogged ant bathtub bug bathroom raid like smell tiolet door thou got stuck who wanted open look air vent bathroom room listen neighbornasty ok elevator getting stuck ventilation whatso stunk people allowed smoke building side pigeon drop droppings wall ugly abandoned sight pool allowed towel wife switch didnt copmplained snotty supervisor hungry goto buffete saw cat walking out salad bar told employee said thats ok leave beleive maybe ill sick eating left at steak house early wait long line corn buffe table bug gon na crazy meat they asked sure burnt someone wont sick went theatre kid running stage dancing school screaming leting performer job animator pissed nobody answered pledge night went room shut eye felt ghetto motel hall teen eyeballing pass room hear radio merenge blast called desk sent security nothing changed kid running hallway night banging door people room ontop hear thier foot step terrible time sent wife change towel nobody changed calling desk peolpe stay wistle lady comment uncomfotable showered slipper left hotel personally dont recomend hotel said star like star motel'],-1
['park hotel get nod pink glass say comprehensively say to overhead walkway easier beavering away underground restaurant park ideal jrpass common user accessing yamonote line to shimbashithe staff professionalism attention on cleanliness toiletry free guest restroom internet access outweigh fact lobby little smokefilled table timeswe stayed friday night you certainly use view hotel'],-1
stay away beware typical best western highly disappointed hotel problem included smokey bar elevator receive requested wake morning elevator dirty dried spit inside doorçîf time dry time clean dirtystained carpet room cold waterç luke warm working internet service despite advertisement website elevator broken morning poor tv reception certain channel volume set extremely loud tv turned dirty wall stain mark easily cleaned attended tooç disgusting complimentary toothpaste expired cracked cap dried stay away dump overpriced bad shape disgrace rest best western chain experienced,-1
overpriced tiny dirty room suite smaller normal hotel room night staff rude hair gunk shower plus cheap liquor bottle closet stay againwe arrived hotel pm desk nt let check check time started sunny day cheerfully left went walk w campus door returned couple hour later given room th floor junior suite supposed promised paid room upper floor one view room looked parking lot view water city went desk told good suite given earlier checked late tried explain tried check earlier turned away hotel clerk unyielding snottythe room cramped small suite bureau unless count tall plastic bin drawer closet closet fourpacks cheap wine cooler bathtub long dark hair short light hair plus patch slimy moldy stuff acoustic bathroom vent clearly hear people bathroom abovebelow presumably hear sound transmitted shared mean allthe continental breakfast inattentively served slow refill coffee cup lot fingerprint plate silverware ask repeatedly thing like coffee cream got enjoy hearing server insult fight tip complain management food ok ambiance poor service ruined itthe sofa bed room hadnçé requested advance called housekeeping acted like making unreasonable request finally came threw sheet bed blanket pillow took long waitwe got initial single bar soap ask new bar hard new bar soap room clean beware room ice machineselevators cause lot noisethe lobby pretty parking convenient w stoneçé throw away sleep gutter raving homeless people stay hotel,-1
['nasty little hotel hated twostar resort hotel passing threestar star hotel technicality room inroom bathroom minibar fridge cheap bedside phone kitchen included breakfast room deceived entry lobby bar beautiful gorgeous actually hallway charmingly decorated art photography current website glossy magazine read nice touch like actual room good food reason room use sufficatingly small mean literally air circulation barely bed time choose open window subjected copious streetnoise mosquito bite room bathroom small shower stall smelled mildew underside bedspread stained spent night room decided uncomfortable ask room staff friendly accommodating italian make wrong italy room available load cruise ship tourist descending hotel new room marginally better room small bathroom tub to better counter surface people nt tell florence popular destination italy street dark crowded loud duomo thing ruined crush tourist tourist trap restaurant really needed nice retreat hotel failed italian way mattered by expensive hotel booked felt fair price half charging hotel euro night hotel euro charged night complete disappointment'],-1
central location rude service cant beat central location hotel price pay room linen clean cheap price come cheap service staff right rude got impression werent cool werent starving artist asked question answered mono syllable depending working got different response evening flight needed leave bag hotel day person said leave luggage locked room check said room wouldnt locked left locked room safe employed friendlier staff hotel better,-1
